id,time,wage,male,age,event,compare,cluster_var
02-5228,13,47000,1,20.683094,0,0,02-157
02-841,27,49000,1,41.511292,0,0,02-6757
03-234,34,49000,0,42.106777,0,0,01-517
02-1039,11,50000,0,36.788502,0,0,02-034
09-098,31,46000,0,41.648186,0,0,09-053
04-176,17,53000,1,40.505135,0,0,01-3920
02-7698,47,47000,0,21.333334,0,0,02-652
02-4919,3,48000,0,19.211498,0,0,02-034
02-8025,46,51000,1,20.607803,0,0,02-4535
30-144,18,49000,1,31.470226,0,0,01-1237
02-4142,12,48000,0,23.585217,0,0,02-5346
02-2757,0,46000,0,25.830254,0,0,00-223
01-889,43,51000,1,46.090347,0,0,01-7079
01-4363,41,56000,0,33.455166,0,0,01-027
02-1842,33,47000,0,35.501709,0,0,01-305
01-1478,21,52000,1,,0,0,01-1429
04-018,2,52000,1,50.997948,0,0,01-475
99-098,0,47000,0,31.052704,0,0,32-117
01-5734,47,49000,0,30.279261,0,0,01-1880
01-7412,9,50000,1,19.779604,0,0,01-918
42-2060,36,50000,1,18.492813,0,0,42-1255
01-5722,22,48000,0,25.077345,0,0,01-2087
01-444,0,49000,0,40.635181,0,0,01-646
01-526,32,54000,1,46.439423,0,0,01-884
01-4768,2,47000,0,24.125942,0,0,30-019
01-9542,43,49000,0,22.654346,0,0,08-027
01-5057,10,47000,0,24.646133,0,0,01-007
04-597,6,48000,1,20.997948,0,0,01-7700
02-7622,31,47000,1,18.136892,0,0,13-092
01-2456,33,53000,0,29.088297,0,0,01-1977
01-3787,22,45000,1,31.114305,0,0,01-7681
03-3190,46,50000,0,18.212183,0,0,01-4895
23-056,43,44000,0,39.478439,0,0,02-3158
38-003,29,50000,0,41.401779,0,0,01-6820
02-6473,28,47000,0,20.080767,0,0,02-157
13-293,41,52000,0,38.047913,0,0,02-2975
04-113,32,49000,0,44.748802,0,0,04-348
02-6602,19,46000,0,18.047913,0,0,02-652
01-7189,46,49000,1,28.082134,0,0,01-7441
04-459,1,46000,0,24.967831,0,0,04-090
99-183,29,52000,1,36.692677,0,0,05-011
02-9694,46,48000,0,18.212183,0,0,02-157
99-123,39,48000,0,39.170429,0,0,01-1559
03-078,16,50000,0,44.872005,0,0,01-174
01-3206,16,48000,0,30.881588,0,0,01-305
03-1159,36,49000,0,18.568104,0,0,01-272
01-2834,7,50000,0,30.012321,0,0,18-039
02-6530,37,46000,0,21.976728,0,0,06-130
01-9156,28,45000,0,20.286106,0,0,01-8414
08-103,11,52000,1,43.78371,0,0,14-018
02-7470,39,48000,0,20.053389,0,0,02-3462
01-344,17,52000,0,44.837784,0,0,14-018
01-5432,36,49000,1,28.971937,0,0,01-9135
03-0007,33,51000,1,19.368925,0,0,01-9681
02-900,25,48000,0,40.902122,0,0,01-305
01-7522,17,46000,0,20.64887,0,0,01-7795
02-4244,0,47000,1,20.895277,0,0,01-3911
03-2108,41,52000,0,18,0,0,03-2095
01-7556,3,47000,1,18.616016,0,0,01-7079
02-3701,42,52000,0,30.5462,0,0,02-4535
30-040,5,52000,1,32.996578,0,0,05-008
01-8956,37,49000,0,22.620123,0,0,03-0055
02-1095,46,50000,0,43.797398,0,0,02-237
01-2067,44,52000,0,40.60096,0,0,02-700
01-9106,25,46000,0,19.724846,0,0,01-1559
02-8337,46,46000,0,20.20397,0,0,02-5289
01-5110,5,46000,0,23.270363,0,0,01-6789
03-1302,39,52000,0,19.143053,0,0,01-8903
02-5563,21,46000,0,20.76523,0,0,02-6382
01-4464,28,49000,0,30.553045,0,0,03-114
32-031,44,51000,0,22.77755,0,0,03-0055
01-5088,19,48000,0,26.288843,0,0,01-744
01-7788,39,48000,0,24.940453,0,0,18-039
12-030,15,45000,1,41.121151,0,0,12-015
02-5753,30,49000,0,22.058865,0,0,02-2907
01-1563,32,52000,0,41.216976,0,0,01-610
02-3837,32,49000,0,28.321697,0,0,66-003
62-012,41,46000,0,37.952087,0,0,02-3779
03-1595,46,49000,1,20.245037,0,0,01-9063
04-643,32,47000,0,24.974674,0,0,04-348
02-4772,21,50000,0,23.099247,0,0,02-726
02-740,43,46000,0,45.501713,0,0,23-015
02-4213,4,49000,0,21.764545,0,0,02-2975
01-3498,32,45000,0,33.694729,0,0,16-047
01-6653,20,49000,1,23.386721,0,0,10-041
02-793,29,56000,1,41.908279,0,0,01-5555
04-659,35,46000,0,25.501711,0,0,04-044
01-7887,32,49000,0,23.393566,0,0,01-4697
01-9780,45,51000,0,22.674881,0,0,03-1760
01-457,32,55000,1,47.281315,0,0,01-1685
02-5449,36,50000,0,24.228611,0,0,02-144
11-037,20,51000,0,43.886379,0,0,02-034
68-006,28,46000,0,29.690622,0,0,68-077
04-626,26,47000,1,24.529774,0,0,04-133
10-066,43,47000,0,46.856949,1,0,17-019
01-7614,33,51000,0,24.221766,0,0,01-947
04-132,46,47000,0,47.370293,0,0,04-060
02-8418,39,47000,1,18.520191,0,0,13-092
42-1683,20,49000,1,21.039015,0,0,42-1053
02-3156,34,49000,0,31.333334,0,0,26-034
02-7268,30,48000,0,18.513348,0,0,02-3779
01-1326,33,49000,0,42.072556,0,0,01-112
04-667,16,50000,1,20.676249,0,0,99-027
01-9480,33,50000,1,20.676249,0,0,38-028
02-4726,29,51000,0,24.899384,0,1,02-6187
15-007,39,57000,1,48.212181,0,0,01-869
01-2750,5,49000,1,18.958248,0,0,01-232
11-132,20,47000,1,39.663242,0,0,02-237
01-2791,25,52000,0,33.90007,0,0,01-4636
04-185,42,48000,1,45.289528,0,0,01-873
01-6550,37,51000,0,26.877481,0,0,01-4895
01-7115,30,51000,0,24.77618,0,0,15-041
01-2298,37,52000,0,22.839151,0,0,01-2087
02-376,19,54000,0,43.633129,0,0,01-333
42-1440,1,47000,0,22.353182,0,0,42-1228
02-6364,47,47000,0,24.214922,0,0,04-133
21-098,4,47000,1,28.376455,0,0,02-510
03-1222,47,51000,1,20.908966,0,0,03-2696
02-7631,35,51000,0,18.787132,0,0,02-380
01-196,38,51000,1,53.82478,0,0,01-087
01-8810,42,47000,1,23.338808,0,0,03-324
27-058,19,47000,1,31.682409,0,0,02-3428
01-9166,26,51000,0,19.813826,0,0,01-1979
04-225,21,49000,0,39.403149,0,0,01-4387
01-116,31,50000,1,56.624229,0,0,03-252
02-939,37,49000,0,42.921288,0,0,01-658
02-5290,3,49000,1,18.061602,0,0,06-136
02-5721,16,46000,0,19.190966,0,0,02-3271
02-4302,11,46000,0,23.085558,0,0,02-5584
02-3819,15,53000,1,24.543463,0,0,02-5130
01-5278,13,46000,0,24.557154,0,0,01-1598
02-5709,18,49000,1,19.498974,0,0,24-092
02-9281,47,46000,0,19.040382,0,0,02-5346
29-108,3,48000,0,28.746063,0,0,58-005
42-1215,16,50000,1,31.723476,0,0,42-1521
02-4760,25,49000,0,23.982204,0,0,02-2907
08-069,38,52000,1,52.551678,0,0,01-7022
01-1787,11,51000,0,21.025326,0,0,01-4387
01-4925,16,45000,0,26.781656,0,0,14-017
01-4273,4,46000,0,,0,0,03-030
16-056,30,49000,0,40.648872,0,0,16-086
01-253,33,52000,0,50.046543,0,0,42-2009
11-357,42,52000,1,38.047913,0,0,02-8076
01-6392,20,45000,0,23.817932,0,0,49-005
02-5674,29,48000,1,22.120466,0,0,02-3854
01-7554,3,47000,1,18.616016,0,0,01-7079
02-9032,46,47000,0,18.787132,0,0,02-295
18-141,25,48000,0,34.016426,0,0,01-112
01-9576,36,46000,0,21.189596,0,0,14-017
01-2046,5,48000,0,32.66119,0,0,01-7228
21-038,4,49000,0,34.235455,0,0,02-510
02-6433,23,47000,1,19.122519,0,0,02-237
02-459,19,51000,1,42.791237,0,0,02-034
42-1585,2,50000,0,19.930185,0,0,42-1212
02-2001,11,51000,1,30.190281,0,0,03-003
01-8817,31,49000,1,21.10746,0,0,01-2736
02-3247,10,46000,0,26.090349,0,0,02-4881
02-4550,41,50000,0,27.897331,0,0,02-237
04-659,38,46000,0,26.117727,0,0,04-050
01-7461,3,49000,1,18.061602,0,0,01-6371
02-3233,0,49000,1,23.96167,0,0,26-030
01-1576,23,52000,1,39.334702,0,0,01-6136
01-476,28,53000,0,21.545517,0,0,01-339
13-348,10,49000,0,30.970568,0,0,13-092
02-3156,7,46000,0,25.700205,0,0,02-3119
02-3819,8,53000,1,23.085558,0,0,02-5130
01-5347,16,50000,1,25.036276,0,0,01-5209
04-193,34,51000,0,43.537304,0,0,01-6385
42-1304,32,47000,0,29.690622,0,0,42-2009
13-166,3,49000,0,34.399727,0,0,02-969
10-212,16,49000,0,31.490761,0,0,30-031
01-8820,32,48000,1,21.285421,0,0,30-031
01-7603,25,48000,0,22.373716,0,0,02-3524
02-536,9,50000,0,39.820671,0,0,66-001
02-5139,33,50000,1,25.063656,0,0,01-410
06-104,23,52000,0,43.263519,0,0,02-185
02-5626,14,51000,0,,0,0,01-339
24-030,11,49000,0,38,0,0,03-158
03-399,30,48000,0,35.898701,0,0,08-032
02-3424,10,46000,0,25.467487,0,0,02-3047
01-7565,10,47000,1,18.90349,0,0,01-1494
01-5482,45,53000,0,30.772074,0,0,01-8836
11-491,26,50000,0,33.585217,0,0,02-4535
01-7133,35,47000,0,25.118412,0,0,99-183
01-6177,2,49000,0,20.381929,0,0,49-005
01-1592,34,50000,1,41.490761,0,0,42-1263
40-008,18,49000,1,38.355919,0,0,16-099
14-045,3,50000,0,36.788502,0,0,05-052
01-625,9,49000,0,41.032169,0,0,01-1254
01-4782,11,48000,0,26.090349,0,0,16-052
39-016,14,49000,0,34.098564,0,0,04-418
11-239,4,45000,0,32.531143,0,0,02-1024
02-9476,43,46000,0,18,0,0,02-5471
01-8461,19,48000,0,18.595482,0,0,18-061
01-2342,34,50000,0,37.548256,0,0,01-305
03-179,37,49000,0,44.495552,0,0,41-001
59-012,27,46000,0,34.796715,0,0,02-2907
07-048,14,51000,0,34.242302,0,0,04-044
01-4577,44,48000,0,33.557838,0,0,30-040
01-7614,21,51000,0,21.723476,0,0,01-947
01-5405,10,49000,1,23.646816,0,0,01-3148
99-239,20,49000,0,34.310745,0,0,32-021
01-226,22,57000,1,41.073238,0,0,01-475
18-042,14,50000,0,40.429844,0,0,01-6371
01-3478,18,46000,0,30.772074,0,0,02-351
01-1362,0,50000,1,35.316906,0,0,05-029
06-439,36,51000,0,35.200546,0,0,02-1272
01-4155,22,50000,1,30.361397,0,0,05-011
10-243,36,49000,0,34.803558,0,0,30-031
68-121,13,42000,1,22.640657,0,0,68-077
03-2648,45,51000,1,18.759754,0,0,01-5555
02-017,31,47000,0,73.420944,0,0,01-305
02-4038,34,50000,1,28.314854,0,0,02-7573
01-2097,37,51000,0,39.101986,0,0,18-039
01-3789,41,47000,0,35.036278,0,0,18-097
99-105,29,48000,1,19.170431,0,0,01-1429
01-7871,27,54000,1,22.106775,0,0,01-3168
02-5176,44,49000,0,27.137577,0,0,13-092
02-5523,35,49000,1,23.838467,0,0,01-3371
02-7740,40,49000,0,19.854895,0,0,24-018
01-4319,3,50000,0,26.104038,0,0,01-6118
03-2635,42,49000,0,18.184805,0,0,08-174
88-011H,28,48000,1,20.128679,0,0,02-3015H
15-018,35,52000,0,46.028748,0,0,09-010
01-3212,13,53000,0,29.998631,0,0,01-123
01-2339,3,47000,0,31.093773,0,0,01-087
03-0161,39,46000,0,20.477755,0,0,03-468
12-005,33,52000,0,48.99247,0,0,02-4378
11-164,2,49000,1,35.494865,0,0,05-008
03-1191,35,49000,1,18.410677,0,0,01-4033
01-4665,28,47000,0,30.012321,0,0,18-001
02-517,39,52000,0,46.021904,0,0,01-1416
02-6400,27,46000,0,19.998631,0,0,24-014
10-147,13,46000,0,32.277893,0,0,01-042
02-8327,36,53000,1,18.095825,0,0,01-6989
02-6377,21,47000,0,18.787132,0,0,02-3053
99-049,20,46000,0,35.604382,0,0,01-1576
02-2765,21,49000,0,30.156057,0,0,32-050
01-410,4,55000,0,42.579056,0,0,01-7401
01-3482,4,50000,1,27.561943,0,0,01-1717
01-542,26,52000,0,44.748802,0,0,05-005
01-6229,14,48000,0,21.312799,0,0,01-112
42-1286,0,46000,1,23.290897,0,0,42-1410
01-8189,18,49000,0,19.416838,0,0,01-7878
99-374,27,51000,0,34.947296,0,0,01-3181
01-7367,27,47000,1,23.735798,0,0,01-273
02-2198,42,52000,0,35.932922,0,0,19-005
01-7603,27,48000,0,22.77755,0,0,02-3524
01-238,8,53000,0,46.309376,0,0,14-018
03-0470,38,46000,0,19.293634,0,0,03-327
07-008,27,52000,1,48.937714,0,0,04-004
08-144,31,52000,0,44.358658,0,0,01-266
02-6465,24,47000,0,19.238878,0,0,02-6043
42-1569,25,49000,1,25.152636,0,0,42-1053
02-2711,28,52000,1,31.538671,0,0,02-4378
34-048,31,49000,0,35.713894,0,0,02-624
02-360,20,49000,1,44.303902,0,0,02-1855
01-2210,14,48000,0,33.728954,0,0,18-039
00-394,47,50000,0,39.444214,0,0,02-748
13-043,9,52000,0,40.950035,0,0,01-4443
02-2321,8,49000,0,28.547569,0,0,01-029
02-7497,44,46000,0,21.004791,0,0,02-295
02-7245,40,48000,0,20.57358,0,0,01-305
01-8388,29,48000,0,21.94935,0,0,01-1717
04-054,26,52000,0,49.423683,0,0,04-348
02-6830,38,50000,1,21.271732,0,0,02-8395
02-9097,42,46000,0,18.184805,0,0,11-410
02-3482,21,46000,0,27.137577,0,0,10-058
06-241,38,46000,0,39.854893,0,0,02-3175
01-3373,26,51000,1,32.462696,0,0,09-010
01-5955,22,57000,1,25.323751,0,0,01-1070
42-1272,4,50000,0,24.399727,0,0,42-1581
11-498,14,49000,0,31.032169,0,0,02-4535
38-035,16,49000,0,35.624916,0,0,99-388
01-9412,45,56000,1,23.078712,0,0,01-1779
01-7097,6,53000,1,19.820671,0,0,02-3015
01-6019,6,47000,1,21.271732,0,0,18-061
42-1352,2,46000,0,30.258726,0,0,42-1348
42-1948,26,48000,0,18.444901,0,0,42-1255
01-1416,4,54000,1,35.782341,0,0,01-161
66-010,4,48000,0,28.232718,0,0,66-003
01-444,4,49000,0,41.456539,0,0,01-646
02-8886,47,49000,0,19.423683,0,0,02-3549
01-9122,36,48000,0,21.976728,0,0,18-039
02-6441,21,47000,0,18.355921,0,0,02-652
09-063,14,49000,1,40.902122,0,0,09-052
00-415,31,49000,1,36.021904,0,0,19-005
02-8337,37,46000,0,18.335386,0,0,02-4378
50-013,25,49000,0,36.316223,0,0,50-007
68-064,40,51000,1,29.74538,0,0,01-6984
01-8415,41,52000,0,24.399727,0,0,01-8773
02-6780,46,47000,0,23.242985,0,0,02-351
03-1369,34,44000,1,18.082136,0,0,01-8414
28-027,46,53000,0,44.372345,0,0,01-2943
02-8108,46,47000,0,20.402464,0,0,02-034
01-1204,43,54000,1,44.652977,0,0,03-058
01-986,26,49000,0,41.969883,0,0,01-272
02-4083,24,47000,0,26.172485,0,0,04-348
01-7433H,28,52000,0,20.915812,0,0,02-3015H
01-3785,15,50000,0,29.622177,0,0,01-1394
01-6989,35,58000,1,25.837097,0,0,01-2161
02-5467,19,53000,1,20.491444,0,0,02-1644
01-6159H,31,53000,1,20.758385,0,0,02-3015H
01-466,16,55000,0,43.913757,0,0,01-3223
01-7621,17,49000,1,20.792608,0,0,05-045
01-7216,8,48000,1,20.067078,0,0,29-062
01-3515,28,50000,0,32.757015,0,0,14-018
01-5015,19,50000,0,26.877481,0,0,01-5373
01-8591,10,48000,0,18,0,0,18-039
01-5673,3,47000,0,21.10746,0,0,09-010
03-1441,34,49000,1,18,0,0,01-6371
03-0219,30,46000,0,18.527037,0,0,03-0567
01-7486,21,46000,0,21.483915,0,0,01-7795
06-261,7,49000,0,32.004105,0,0,02-5346
03-1089,36,52000,0,18.527037,0,0,01-6989
03-1775,43,52000,1,19.238878,0,0,01-6989
01-7884,21,45000,0,21.100616,0,0,09-010
01-5492,44,51000,1,30.334019,0,0,01-3148
02-6158,16,47000,0,18.075291,0,0,01-032
01-850,33,45000,0,44.427105,0,0,11-092
02-229,2,54000,0,42.476387,0,0,01-2053
02-6455,34,53000,1,21.271732,0,0,02-7655
01-8988,18,48000,0,18.492813,0,0,01-1598
02-7471,37,47000,1,19.55373,0,0,04-018
01-6706,3,47000,1,19.245722,0,0,01-1283
42-575,35,46000,0,33.311432,0,0,02-5558
02-1457,18,47000,1,34.652977,0,0,01-7079
13-097,40,53000,1,43.879536,1,0,02-237
01-8081,19,50000,0,20.156057,0,0,01-3223
01-5291,42,49000,0,30.525667,0,0,32-021
42-1789,8,48000,1,18,0,0,42-1221
02-5308,16,49000,1,19.957563,0,0,02-3119
01-6793,3,45000,1,19.437372,0,0,01-4724
02-6026,28,46000,0,21.162218,0,0,02-6241
02-9359,45,46000,0,18.499659,0,0,02-8076
29-103,35,46000,0,36.32991,0,0,29-008
02-7618,39,53000,0,19.813826,0,0,02-8074
32-110,13,48000,0,31.894592,0,0,01-7879
13-293,4,51000,0,30.334019,0,0,02-748
02-4914,14,47000,1,21.538671,0,0,06-172
23-039,10,49000,0,35.39904,0,0,02-2975
02-7966,37,46000,0,18.835045,0,0,02-4033
01-4997,9,47000,1,24.810404,0,0,15-069
02-5433,28,47000,1,22.647501,0,0,13-402
01-9771,26,46000,0,18.725531,0,0,01-7196
02-6788,29,46000,0,19.55373,0,0,66-001
01-8044,14,46000,0,19.108829,0,0,09-061
02-1198,30,52000,0,39.629021,0,0,02-237
02-138,20,53000,0,41.449692,0,0,02-5130
01-5749,17,47000,0,,0,0,01-1237
01-542,32,52000,0,46.008213,0,0,01-266
01-3498,30,45000,0,33.270363,0,0,16-047
01-5182,1,48000,1,22.284737,0,0,01-744
03-0542,40,54000,1,20.067078,0,0,03-0411
01-4903,30,52000,1,29.676933,0,0,42-1411
01-5194,19,46000,0,26.001369,0,0,37-035
21-053,23,52000,1,36.542095,0,0,02-4378
02-2115,6,48000,0,28.622862,0,0,02-034
01-7210H,43,52000,0,24.043806,0,0,01-6559H
42-1546,40,50000,0,28.978783,0,0,42-2009
06-093,12,51000,0,41.518139,0,0,02-034
25-104,1,47000,1,27.815195,0,0,02-4617
02-6425,39,50000,0,22.223135,0,0,02-044
02-2261,1,48000,0,27.226557,0,0,02-1181
02-5284,46,47000,1,27.582478,0,0,01-7079
01-6135,9,44000,0,22.120466,0,0,01-1303
01-3055,37,51000,0,35.843941,0,0,01-1880
13-219,31,51000,0,37.00753,0,0,24-056
02-5311,26,48000,1,22.804928,0,0,02-2039
01-6247,19,48000,0,23.749487,0,0,01-744
02-3033,11,49000,0,26.7269,0,0,02-5374
01-5749,6,47000,0,21.730322,0,0,01-4724
01-6716,16,54000,0,22.49692,0,0,01-1070
20-094,41,47000,0,38.150581,0,0,11-092
42-1822,23,46000,0,20.272417,0,0,42-1581
01-5329,39,50000,1,29.861738,0,0,01-305
01-072,36,54000,0,74.885696,0,0,01-6989
08-164,12,52000,0,38.294319,0,0,01-043
04-091,31,49000,0,45.919231,0,0,01-112
01-4688,44,52000,0,33.140316,0,0,01-9394
02-7676,33,49000,1,18.417522,0,0,37-035
01-9527,47,49000,0,23.475702,0,0,03-2390
02-7879,35,48000,1,18.506502,0,0,00-076
02-5219,32,46000,0,24.639288,0,0,02-5042
01-6405,0,50000,0,19.457905,0,0,15-041
02-983,23,45000,0,39.724846,0,0,04-348
42-1043,14,50000,1,27.062286,0,0,01-6807
02-3226,36,47000,0,23.31143,0,0,00-076
02-3402,4,47000,1,24.235455,0,0,02-229
01-5250,12,51000,1,24.386036,0,0,01-3148
02-1760,25,53000,0,34.160164,0,0,02-3056
42-1810,14,46000,1,18.81451,0,0,42-1581
42-1802,36,50000,1,22.380562,0,0,42-1254
42-2058,40,49000,1,,0,0,42-2039
03-344,2,50000,1,32.195755,0,0,18-039
01-1478,5,52000,1,35.741272,0,0,05-029
10-248,12,47000,1,29.656401,0,0,01-042
01-9400,37,47000,0,21.7577,0,0,99-132
01-6280,30,47000,0,25.460644,0,0,01-542
13-133,13,54000,1,37.308693,0,0,06-136
42-1422,14,49000,1,25.070499,0,0,42-1221
01-9166,18,51000,0,18.150581,0,0,01-1979
01-2737,28,52000,0,34.577686,0,0,01-2371
01-553,28,53000,1,45.08419,0,0,01-029
01-5584,18,45000,0,24.783026,0,0,01-7878
01-4374,4,44000,0,22.763861,0,0,17-024
01-1717,44,56000,1,42.982887,0,0,01-3182
02-3247,6,46000,0,25.248461,0,0,24-092
02-5263,15,50000,1,20.902122,0,0,02-3462
02-3496,26,52000,0,27.883642,0,0,01-6989
29-056,23,50000,0,38.205338,0,0,01-5356
01-4828,1,46000,0,23.934292,0,0,01-6385
01-826,47,53000,0,47.575634,0,0,01-305
19-068,9,49000,0,33.77002,0,0,19-005
22-018,43,52000,1,27.356606,0,0,16-052
03-0978,39,48000,0,19.526352,0,0,18-039
28-002,46,49000,0,46.035591,0,0,09-053
02-5324,43,49000,0,26.302532,0,0,01-3371
01-156,15,53000,0,51.121151,0,0,18-039
03-2275,44,47000,0,18.828199,0,0,29-029
02-6647,26,49000,0,19.211498,0,0,01-6989
35-033,46,53000,0,42.996578,0,0,04-004
02-1020,34,49000,0,41.545517,0,0,13-341
02-076,46,48000,0,59.868584,0,0,02-6382
01-2980,8,49000,1,29.875427,0,0,01-1494
02-5679,11,47000,1,18.362764,0,0,02-1855
02-4083,19,47000,0,25.125257,0,0,04-348
01-7599,15,46000,0,20.422998,0,0,28-006
02-1417,20,50000,0,35.412731,0,0,18-039
01-4149,12,46000,0,28.212183,0,0,38-040
01-6276,12,47000,0,21.716633,0,0,09-010
01-6167,9,47000,1,21.853525,0,0,29-062
01-6280,34,47000,0,26.302532,0,0,01-542
30-031,18,54000,1,30.505133,0,0,08-060
27-048,30,45000,0,34.741959,0,0,66-001
01-8339,35,46000,0,22.818617,0,0,03-0055
15-027,2,48000,0,37.575634,0,0,15-069
34-013,0,50000,0,35.796028,0,0,02-676
02-593,30,51000,0,43.667351,0,0,02-1258
02-4424,10,52000,0,22.195757,0,0,02-3119
01-5349,39,51000,0,29.731689,0,0,01-1237
42-1215,9,50000,1,30.265572,0,0,42-1581
02-3402,7,47000,1,24.865162,0,0,02-237
21-082,2,49000,1,29.848049,0,0,02-4378
02-2678,32,48000,0,32.668037,0,0,33-006
02-7593,30,49000,0,18,0,0,02-552
03-0709,32,47000,0,18.410677,0,0,01-1494
01-2855,2,49000,0,28.917179,0,0,14-018
02-764,46,52000,0,45.761806,0,0,02-2975
02-5713,14,48000,0,18.821356,0,0,02-034
01-8358,13,47000,1,18.239561,0,0,36-015
01-7513,25,46000,0,22.373716,0,0,09-052
09-046,43,48000,0,49.081451,0,0,01-6377
03-470,1,44000,0,28.81451,0,0,08-034
13-215,30,46000,0,23.208761,0,0,13-341
02-6132,40,46000,0,23.373032,0,0,04-087
01-7798,33,47000,1,23.742641,0,0,04-154
42-1465,2,51000,1,,0,0,42-216
02-2675,28,46000,0,31.84668,0,0,24-053
42-913,8,42000,1,24.043806,0,0,04-152
10-234,37,48000,0,35.289528,0,0,01-7904
01-9344,42,50000,0,22.77755,0,0,03-2490
29-034,15,49000,1,37.719372,0,0,29-029
02-2517,26,46000,0,,0,0,02-3196
01-2358,35,54000,1,37.671459,0,0,01-9943
04-225,10,49000,0,37.110199,0,0,01-1177
01-8273,10,48000,0,18.136892,0,0,18-039
01-4063,29,49000,0,31.956194,0,0,08-212
03-1062,35,53000,0,18.506502,0,0,01-3168
02-2798,6,46000,0,26.952772,0,0,02-1024
02-5999,12,46000,0,18,0,0,02-3779
38-100,17,48000,0,30.902122,0,0,01-707
01-7811,7,47000,1,18.321697,0,0,03-114
16-029,43,53000,1,45.891853,0,0,16-099
03-067,19,51000,0,48.041069,0,0,01-475
01-8269,9,50000,0,18,0,0,05-045
01-2719,17,49000,0,32.435318,0,0,14-018
01-7538,41,48000,0,26.316221,0,0,01-8773
01-5247,42,47000,0,30.710472,0,0,01-1152
02-3742,45,47000,0,31.216974,0,0,13-309
13-183,3,49000,0,33.297741,0,0,02-4163
01-3742,2,48000,0,27.000685,0,0,16-010
00-218,18,49000,0,,0,0,14-018
02-5818,32,49000,0,22.476385,0,0,02-652
02-5783,10,47000,1,18,0,0,02-3175
01-2545,27,50000,0,35.08419,0,0,01-1394
02-785,6,50000,0,37.370296,0,0,02-3084
02-3966,9,48000,0,23.284052,0,0,02-3158
02-2664,6,51000,0,27.212868,0,0,02-5340
42-1575,1,47000,0,20.149212,0,0,42-842
02-6444,46,49000,0,23.913757,0,0,26-030
04-019,36,51000,0,58.718685,0,0,01-2049
01-2787,5,50000,0,29.738535,0,0,01-1394
02-3920,41,50000,0,29.909651,0,0,02-710
03-1621,37,47000,1,18.205339,0,0,99-183
01-9619,37,48000,0,21.326488,0,0,01-305
02-290,37,45000,0,49.259411,0,0,02-6382
02-4530,46,49000,1,29.136208,0,0,66-003
01-9622,34,49000,1,20.696783,0,0,03-106
04-594,12,46000,0,22.380562,0,0,04-418
02-6803,25,55000,0,18.684464,0,0,02-5088
02-5890,32,49000,0,21.860369,0,0,13-035
02-5249,15,47000,1,21.045858,0,0,00-332
42-2041,43,53000,1,20.388775,0,0,42-1255
06-181,27,49000,0,40.710472,0,0,06-045
01-182,30,53000,0,53.003422,0,0,01-087
42-1313,37,46000,0,42.804928,0,0,42-1254
01-3170,21,50000,0,32.072552,0,0,01-305
01-409,43,47000,0,51.216976,0,0,01-305
24-075,47,52000,0,43.037647,0,0,01-226
01-4662,33,58000,1,31.312799,0,0,01-8686
30-104,5,47000,1,29.779602,0,0,38-019
68-038,31,48000,1,29.649555,0,0,01-3371
02-1792,46,53000,0,33.414101,0,0,26-030
02-2474,24,47000,0,31.730322,0,0,02-3462
02-2326,46,49000,0,36.309376,0,0,02-3172
18-028,28,49000,0,44.290211,0,0,01-112
01-9926,42,48000,1,21.764545,0,0,01-394
01-7441,36,52000,1,25.310062,0,0,01-9280
02-8623,42,46000,0,18.787132,0,0,02-1357
24-052,33,48000,0,41.518139,0,0,02-237
01-9344,32,49000,0,20.703629,0,0,05-045
02-4286,29,50000,1,26.932238,0,0,01-9401
01-7426,8,48000,1,19.587954,0,0,01-7097
46-002,9,52000,0,19.362082,0,0,02-5374
01-761,47,57000,0,47.774128,0,0,01-2889
18-092,22,52000,0,35.830254,0,0,18-061
01-6990,3,53000,0,19.307323,0,0,01-7276
01-4970,40,53000,1,31.613964,0,0,03-034
19-089,35,47000,0,35.686516,0,0,19-005
01-4024,10,46000,1,28.08898,0,0,01-4387
02-3548,5,50000,0,23.366188,0,0,02-034
02-5981,18,47000,0,19.2731,0,0,13-191
02-7985,42,54000,0,19.800137,0,0,02-1272
02-4943,17,46000,0,22.113621,0,0,06-146
01-8515,32,48000,1,21.47707,0,0,01-9681
01-9476,25,47000,1,19.01985,0,0,01-1152
01-1284,23,54000,1,39.950718,0,0,01-1031
03-1498,41,48000,1,19.321012,0,0,01-387
02-3459,13,51000,0,25.645449,0,0,02-044
02-3033,32,51000,0,31.10746,0,0,02-5374
37-035,11,51000,0,32.907597,0,0,08-060
02-8061,38,44000,0,18.882957,0,0,02-1258
08-089,31,51000,0,48.752911,0,0,05-010
01-5419,9,55000,0,23.338808,0,0,02-185
01-7915,6,46000,0,18,0,0,03-030
06-303,45,49000,0,39.129364,0,0,06-071
01-2061,26,49000,0,36.870636,0,0,20-037
02-6938,36,44000,0,20.778919,0,0,02-4033
02-3196,11,51000,0,26.439425,0,0,02-726
01-577,37,55000,0,47.055439,0,0,01-029
02-2510,21,49000,0,30.683094,0,0,02-6382
02-5145,31,50000,1,24.557154,0,0,02-4556
02-2679,0,49000,1,21.203285,0,0,02-1272
11-343,33,53000,0,36.247776,0,0,01-1031
03-1710,37,54000,1,18,0,0,03-0115
01-2717,39,51000,1,37.014374,0,0,01-1237
02-351,33,51000,0,47.555099,0,0,02-2975
