paygrade,male,age,to_fem_mgr,to_male_mgr,ln_salary,id,mgr_id,month
7,Female,31,0,0,.44246635,300,319,16
7,Female,31,0,0,.44246635,301,319,16
7,Female,31,0,0,.44246635,300,319,17
7,Female,31,0,0,.44246635,301,319,17
7,Female,31,0,0,.44246635,300,319,18
7,Female,31,0,0,.44246635,301,319,18
7,Female,31,0,0,.44246635,301,319,19
7,Female,31,0,0,.44246635,300,319,19
7,Female,31,0,0,.44246635,301,319,20
7,Female,31,0,0,.44246635,300,319,20
7,Female,31,0,0,.44246635,300,319,21
7,Female,31,0,0,.44246635,301,319,21
7,Female,31,0,0,.93900967,301,319,22
7,Female,31,0,0,.93900967,300,319,22
7,Female,32,0,0,.93900967,300,319,23
7,Female,32,0,0,.93900967,301,319,23
7,Female,32,0,0,.93900967,300,319,24
7,Female,32,0,0,.93900967,301,319,24
7,Female,32,0,0,.93900967,300,319,25
7,Female,32,0,0,.93900967,301,319,25
7,Female,32,0,0,.93900967,301,319,26
7,Female,32,0,0,.93900967,300,319,26
7,Female,32,0,0,.93900967,300,319,27
7,Female,32,0,0,.93900967,301,319,27
7,Female,32,0,0,.93900967,300,319,28
7,Female,32,0,0,.93900967,301,319,28
7,Female,32,0,0,.93900967,301,319,29
7,Female,32,0,0,.93900967,300,319,29
7,Female,32,0,0,.93900967,301,319,30
7,Female,32,0,0,.93900967,300,319,30
7,Female,32,1,0,.93900967,300,252,31
7,Female,32,1,0,.93900967,301,252,31
7,Female,32,0,0,.93900967,301,252,32
7,Female,32,0,0,.93900967,300,252,32
7,Female,32,0,0,.93900967,301,252,33
7,Female,32,0,0,.93900967,300,252,33
7,Female,32,0,0,1.4355531,300,252,34
7,Female,32,0,0,1.4355531,301,252,34
7,Female,33,0,0,1.4355531,300,252,35
7,Female,33,0,0,1.4355531,301,252,35
7,Female,33,0,0,1.4355531,301,252,36
7,Female,33,0,0,1.4355531,300,252,36
7,Female,33,0,0,1.4355531,301,252,37
7,Female,33,0,0,1.4355531,300,252,37
7,Female,33,0,0,1.4355531,300,252,38
7,Female,33,0,0,1.4355531,301,252,38
7,Female,33,0,0,1.4355531,301,252,39
7,Female,33,0,0,1.4355531,300,252,39
7,Female,33,0,0,1.4355531,300,252,40
7,Female,33,0,0,1.4355531,301,252,40
7,Female,33,0,0,1.4355531,301,252,41
7,Female,33,0,0,1.4355531,300,252,41
7,Female,33,0,0,1.4355531,301,252,42
7,Female,33,0,0,1.4355531,300,252,42
7,Female,33,0,0,1.4355531,301,252,43
7,Female,33,0,0,1.4355531,300,252,43
7,Female,33,0,0,1.4355531,301,252,44
7,Female,33,0,0,1.4355531,300,252,44
7,Female,33,0,0,1.4355531,300,252,45
7,Female,33,0,0,1.4355531,301,252,45
7,Female,33,0,0,1.854839,300,252,46
7,Female,33,0,0,1.854839,301,252,46
7,Female,34,0,0,1.854839,301,252,47
7,Female,34,0,0,1.854839,300,252,47
7,Female,34,0,0,1.854839,300,252,48
7,Female,34,0,0,1.854839,301,252,48
5,Female,21,0,0,.061749183,28,371,1
5,Female,21,0,0,.061749183,28,371,2
5,Female,21,0,0,.061749183,28,371,3
5,Female,21,0,0,.061749183,28,38,4
5,Female,21,0,0,.061749183,28,38,5
5,Female,21,0,0,.061749183,28,38,6
5,Female,21,0,0,.061749183,28,38,7
5,Female,21,0,0,.061749183,28,38,8
5,Female,21,0,0,.061749183,28,38,9
5,Female,21,0,0,.42840207,28,38,10
5,Female,21,0,0,.42840207,28,38,11
5,Female,21,0,0,.42840207,28,38,12
5,Female,21,1,0,.42840207,28,209,13
5,Female,21,0,0,.42840207,28,209,14
5,Female,21,0,0,.42840207,28,209,15
5,Female,21,0,0,.42840207,28,209,16
5,Female,21,0,1,.42840207,28,376,17
5,Female,21,0,0,.42840207,28,376,18
5,Female,21,0,0,.1020299,5,740,1
5,Female,21,0,0,.1020299,5,740,2
5,Female,21,0,0,.1020299,5,740,3
5,Female,21,0,0,.1020299,5,740,4
5,Female,21,0,0,.1020299,5,740,5
5,Female,21,0,0,.1020299,5,740,6
5,Female,21,0,0,.1020299,5,740,7
5,Female,21,0,0,.1020299,5,740,8
5,Female,21,0,0,.1020299,5,740,9
5,Female,21,0,0,.44201595,5,740,10
5,Female,21,0,0,.44201595,5,25,11
5,Female,21,0,0,.44201595,5,342,12
5,Female,21,0,0,.44201595,5,895,13
5,Female,21,0,0,.44201595,5,895,14
5,Female,21,0,0,.44201595,5,895,15
5,Female,21,0,0,.44201595,5,895,16
5,Female,21,0,0,.44201595,5,895,17
5,Female,21,0,0,.44201595,5,342,18
5,Female,21,0,0,.44201595,5,342,19
5,Female,21,0,0,.44201595,5,342,20
5,Female,21,0,0,.44201595,5,696,21
5,Female,21,0,0,1.2291087,5,696,22
5,Female,21,0,0,1.2291087,5,696,23
5,Female,21,0,0,1.2291087,5,696,24
5,Female,21,0,0,1.2291087,5,696,25
5,Female,21,0,0,1.2291087,5,125,26
7,Female,21,0,0,1.2291087,5,47,27
7,Female,21,0,0,1.2291087,5,47,28
7,Female,21,1,0,1.2291087,5,654,29
7,Female,21,0,0,1.2291087,5,654,30
7,Female,21,0,0,2.5049119,5,654,31
7,Female,21,0,0,2.5049119,5,488,32
7,Female,21,0,0,2.5049119,5,488,33
7,Female,21,0,0,2.5049119,5,488,34
7,Female,21,0,0,2.5049119,5,488,35
7,Female,21,0,0,3.2454922,5,488,36
7,Female,21,0,0,3.2454922,5,488,37
7,Female,21,0,0,3.2454922,5,488,38
7,Female,21,0,0,3.2454922,5,488,39
7,Female,21,0,0,3.2454922,5,488,40
7,Female,21,0,0,3.2454922,5,488,41
7,Female,21,0,0,3.2454922,5,488,42
10,Female,21,0,0,3.2454922,5,488,43
10,Female,21,0,0,3.2454922,5,488,44
10,Female,21,0,0,3.2454922,5,488,45
10,Female,21,0,0,3.2454922,5,488,46
10,Female,21,0,0,3.5379851,5,488,47
10,Female,21,0,0,3.5379851,5,488,48
5,Female,29,0,0,.092203684,314,43,1
5,Female,29,0,0,.092203684,314,43,2
5,Female,29,0,0,.092203684,314,43,3
5,Female,29,0,0,.092203684,314,43,4
5,Female,29,0,0,.092203684,314,43,5
5,Female,29,0,0,.092203684,314,43,6
5,Female,29,0,0,.092203684,314,43,7
5,Female,29,0,0,.092203684,314,43,8
5,Female,29,0,0,.092203684,314,43,9
5,Female,30,0,0,.092203684,314,43,10
5,Female,30,0,0,.092203684,314,85,11
5,Female,30,0,0,.092203684,314,85,12
5,Female,30,0,0,.092203684,314,822,13
5,Female,30,0,0,.092203684,314,822,14
5,Female,30,0,0,.092203684,314,822,15
5,Female,30,0,0,.092203684,314,822,16
5,Female,30,0,0,.092203684,314,822,17
5,Female,30,0,0,.58874685,314,822,18
5,Female,30,0,0,.58874685,314,822,19
5,Female,30,0,0,.58874685,314,822,20
5,Female,31,0,0,.58874685,314,822,21
5,Female,31,0,0,.58874685,314,822,22
5,Female,31,0,0,.58874685,314,822,23
5,Female,31,0,0,.58874685,314,822,24
5,Female,31,0,0,.58874685,314,822,25
5,Female,31,0,0,.58874685,314,822,26
5,Female,31,0,0,.58874685,314,822,27
5,Female,31,0,0,.58874685,314,822,28
5,Female,31,0,0,.58874685,314,822,29
5,Female,31,0,0,1.1357114,314,822,30
5,Female,31,0,0,1.1357114,314,822,31
5,Female,31,0,0,1.1357114,314,822,32
5,Female,32,0,0,1.1357114,314,822,33
7,Female,32,0,0,1.1357114,314,822,34
7,Female,32,0,0,1.1357114,314,822,35
7,Female,32,0,0,1.1357114,314,822,36
7,Female,32,0,1,1.8290467,314,143,37
7,Female,32,0,0,1.8290467,314,143,38
7,Female,32,0,0,1.8290467,314,143,39
7,Female,32,0,0,1.8290467,314,143,40
7,Female,32,0,0,1.8290467,314,143,41
7,Female,32,0,0,2.1690328,314,143,42
7,Female,32,0,0,2.1690328,314,143,43
7,Female,32,0,0,2.1690328,314,143,44
7,Female,33,0,0,2.1690328,314,143,45
7,Female,33,0,0,2.1690328,314,143,46
7,Female,33,0,0,2.1690328,314,143,47
7,Female,33,0,0,2.1690328,314,143,48
7,Female,21,0,0,.018602569,113,200,1
7,Female,21,0,0,.018602569,113,200,2
7,Female,21,0,0,.018602569,113,200,3
7,Female,21,0,0,.018602569,113,200,4
7,Female,21,0,0,.018602569,113,200,5
7,Female,21,0,0,.018602569,113,200,6
7,Female,22,0,0,.018602569,113,200,7
6,Female,22,0,0,.018602569,113,200,8
6,Female,22,0,0,.018602569,113,200,9
6,Female,22,0,0,.018602569,113,200,10
6,Female,22,0,0,.018602569,113,200,11
6,Female,22,0,0,.018602569,113,200,12
6,Female,22,0,0,.018602569,113,200,13
6,Female,22,0,0,.018602569,113,200,14
6,Female,22,0,0,.018602569,113,200,15
8,Female,22,0,0,.018602569,113,200,16
8,Female,22,0,1,.018602569,113,200,17
8,Female,22,0,0,.018602569,113,200,18
8,Female,23,0,0,.018602569,113,200,19
8,Female,23,0,0,.018602569,113,200,20
8,Female,23,0,0,.018602569,113,200,21
8,Female,23,0,0,.018602569,113,200,22
8,Female,23,0,0,.018602569,113,200,23
8,Female,23,0,0,.018602569,113,200,24
8,Female,23,0,0,.018602569,113,200,25
8,Female,23,0,0,.018602569,113,200,26
8,Female,23,0,0,1.1539119,113,200,27
8,Female,23,0,0,1.1539119,113,200,28
8,Female,23,0,0,1.1539119,113,200,29
8,Female,23,0,0,2.3096991,113,200,30
8,Female,24,0,0,2.3096991,113,200,31
8,Female,24,0,0,2.3096991,113,200,32
8,Female,24,0,0,2.3096991,113,200,33
8,Female,24,0,0,2.3096991,113,200,34
8,Female,24,0,0,2.3096991,113,200,35
8,Female,24,0,0,2.3096991,113,200,36
8,Female,24,0,0,2.3096991,113,200,37
8,Female,24,0,0,2.3096991,113,200,38
8,Female,24,0,0,2.3096991,113,200,39
5,Female,26,0,0,.023983832,227,796,1
5,Female,26,0,0,.023983832,227,796,2
5,Female,27,0,0,.023983832,227,796,3
5,Female,27,0,0,.023983832,227,796,4
5,Female,27,0,0,.023983832,227,796,5
5,Female,27,0,0,.023983832,227,796,6
5,Female,27,0,0,.023983832,227,796,7
5,Female,27,0,0,.023983832,227,796,8
6,Female,27,0,0,.023983832,227,796,9
6,Female,27,0,0,.023983832,227,,10
6,Female,27,0,0,.023983832,227,,11
6,Female,27,0,0,.023983832,227,,12
6,Female,27,0,0,.023983832,227,,13
6,Female,27,0,0,.023983832,227,,14
6,Female,28,0,0,.023983832,227,,15
6,Female,28,0,0,.023983832,227,,16
6,Female,28,0,0,.023983832,227,721,17
6,Female,28,0,0,.74103451,227,721,18
6,Female,28,0,0,.74103451,227,721,19
6,Female,28,0,0,.74103451,227,721,20
6,Female,28,0,0,.74103451,227,721,21
6,Female,28,0,0,.74103451,227,721,22
6,Female,28,0,0,.74103451,227,721,23
6,Female,28,0,0,.74103451,227,721,24
6,Female,28,1,0,.74103451,227,133,25
6,Female,28,0,0,.74103451,227,133,26
6,Female,29,0,0,.74103451,227,133,27
6,Female,29,0,0,.74103451,227,133,28
6,Female,29,0,0,.74103451,227,133,29
6,Female,29,0,0,1.504961,227,133,30
6,Female,29,0,0,1.504961,227,133,31
6,Female,29,0,0,1.504961,227,133,32
6,Female,29,0,0,1.504961,227,133,33
6,Female,29,0,0,1.504961,227,133,34
6,Female,29,0,0,1.504961,227,133,35
6,Female,29,0,0,1.504961,227,133,36
6,Female,29,0,0,1.504961,227,133,37
6,Female,29,0,0,1.504961,227,133,38
6,Female,30,0,0,1.504961,227,133,39
6,Female,30,0,1,1.504961,227,689,40
6,Female,30,0,0,1.504961,227,689,41
6,Female,30,0,0,2.0268211,227,689,42
6,Female,30,0,0,2.0268211,227,689,43
6,Female,30,0,0,2.0268211,227,689,44
6,Female,30,0,0,2.0268211,227,689,45
6,Female,30,0,0,2.0268211,227,689,46
6,Female,30,0,0,2.0268211,227,689,47
6,Female,30,0,0,2.0268211,227,724,48
7,Male,22,0,0,.071791053,21,116,1
7,Male,22,0,0,.071791053,21,116,2
7,Male,22,0,0,.071791053,21,116,3
7,Male,22,0,0,.071791053,21,116,4
7,Male,22,0,0,.071791053,21,116,5
7,Male,22,0,0,.071791053,21,116,6
7,Male,23,0,0,.071791053,21,116,7
7,Male,23,0,0,.071791053,21,116,8
7,Male,23,0,0,.071791053,21,116,9
7,Male,23,0,0,.38487113,21,116,10
7,Male,23,0,0,.38487113,21,116,11
7,Male,23,0,0,.38487113,21,116,12
7,Male,23,0,0,.38487113,21,116,13
7,Male,23,0,0,.38487113,21,116,14
7,Male,23,0,0,.38487113,21,116,15
7,Male,23,0,0,.38487113,21,116,16
7,Male,23,0,0,.38487113,21,116,17
7,Male,23,0,0,.38487113,21,116,18
7,Male,24,0,0,.38487113,21,116,19
7,Male,24,0,0,.38487113,21,116,20
7,Male,24,0,0,.38487113,21,116,21
7,Male,24,0,0,1.1949526,21,116,22
7,Male,24,0,0,1.1949526,21,116,23
7,Male,24,0,0,1.1949526,21,116,24
7,Male,24,0,0,1.1949526,21,116,25
7,Male,24,0,0,1.1949526,21,116,26
7,Male,24,1,0,1.1949526,21,290,27
7,Male,24,0,0,1.1949526,21,290,28
7,Male,24,0,0,1.1949526,21,290,29
7,Male,24,0,0,1.1949526,21,290,30
7,Male,25,0,0,1.1949526,21,290,31
7,Male,25,0,0,1.1949526,21,290,32
7,Male,25,0,0,1.1949526,21,290,33
9,Male,25,0,0,1.5880374,21,116,34
9,Male,25,0,0,1.5880374,21,116,35
9,Male,25,0,0,1.5880374,21,116,36
9,Male,25,0,0,1.5880374,21,116,37
9,Male,25,0,0,2.305088,21,116,38
9,Male,25,0,0,2.305088,21,116,39
9,Male,25,0,0,2.305088,21,116,40
9,Male,25,0,0,2.305088,21,116,41
9,Male,25,0,0,2.305088,21,116,42
9,Male,26,0,0,2.305088,21,116,43
9,Male,26,0,0,2.305088,21,116,44
9,Male,26,0,0,2.305088,21,116,45
9,Male,26,0,0,3.4403973,21,116,46
9,Male,26,0,0,3.4403973,21,116,47
9,Male,26,0,0,3.4403973,21,116,48
16,Male,37,0,0,.0011766348,167,313,1
16,Male,37,0,0,.0011766348,167,313,2
16,Male,37,0,0,.0011766348,167,313,3
16,Male,37,0,0,.0011766348,167,313,4
16,Male,38,0,0,.0011766348,167,313,5
16,Male,38,0,0,.0011766348,167,973,6
16,Male,38,0,0,.0011766348,167,100,7
16,Male,38,0,1,.0011766348,167,260,8
16,Male,38,0,0,.0011766348,167,260,9
16,Male,38,0,0,.0011766348,167,260,10
16,Male,38,0,0,.0011766348,167,260,11
16,Male,38,0,0,.0011766348,167,,12
16,Male,38,0,0,.0011766348,167,,13
16,Male,38,0,0,.0011766348,167,,14
16,Male,38,0,0,.0011766348,167,103,15
16,Male,38,0,0,.0011766348,167,103,16
16,Male,39,0,0,.0011766348,167,103,17
16,Male,39,0,0,.0011766348,167,103,18
16,Male,39,0,0,.0011766348,167,289,19
16,Male,39,0,0,.28710726,167,103,20
16,Male,39,0,0,.28710726,167,103,21
16,Male,39,0,0,.28710726,167,103,22
16,Male,39,0,0,.28710726,167,103,23
16,Male,39,0,0,.28710726,167,103,24
16,Male,39,0,0,.28710726,167,103,25
16,Male,39,0,0,.28710726,167,103,26
16,Male,39,0,0,.28710726,167,103,27
16,Male,39,0,0,.28710726,167,103,28
16,Male,40,0,0,.28710726,167,103,29
16,Male,40,0,0,.28710726,167,103,30
16,Male,40,0,0,.28710726,167,103,31
16,Male,40,0,0,.28710726,167,103,32
16,Male,40,0,0,.28710726,167,103,33
16,Male,40,0,0,.40476948,167,103,34
16,Male,40,0,0,.40476948,167,103,35
16,Male,40,0,0,.40476948,167,103,36
16,Male,40,0,0,.40476948,167,103,37
16,Male,40,0,0,.40476948,167,103,38
16,Male,40,0,0,.40476948,167,103,39
16,Male,40,0,0,.40476948,167,103,40
16,Male,41,0,0,.40476948,167,103,41
16,Male,41,0,0,.40476948,167,103,42
16,Male,41,0,0,.40476948,167,103,43
16,Male,41,0,0,.40476948,167,103,44
16,Male,41,0,0,.40476948,167,103,45
16,Male,41,0,0,.40476948,167,103,46
12,Female,33,0,0,.0055137053,180,267,1
12,Female,33,0,0,.0055137053,180,267,2
12,Female,33,0,0,.0055137053,180,267,3
12,Female,33,0,0,.0055137053,180,267,4
12,Female,33,0,0,.0055137053,180,267,5
12,Female,33,0,0,.0055137053,180,267,6
12,Female,33,0,0,.0055137053,180,267,7
12,Female,33,0,0,.0055137053,180,751,8
12,Female,33,0,0,.0055137053,180,751,9
12,Female,34,0,0,.0055137053,180,751,10
12,Female,34,0,0,.0055137053,180,751,11
12,Female,34,0,0,.0055137053,180,751,12
12,Female,34,1,0,.0055137053,180,741,13
12,Female,34,0,0,.0055137053,180,741,14
12,Female,34,0,0,.0055137053,180,741,15
12,Female,34,0,0,.0055137053,180,741,16
12,Female,34,0,0,.0055137053,180,741,17
12,Female,34,0,0,.12317573,180,741,18
12,Female,34,0,0,.12317573,180,741,19
12,Female,34,0,0,.12317573,180,741,20
12,Female,34,0,0,.12317573,180,741,21
12,Female,35,0,0,.12317573,180,741,22
11,Female,35,0,0,.12317573,180,124,23
11,Female,35,0,0,.12317573,180,124,24
11,Female,35,0,0,.12317573,180,124,25
11,Female,35,0,0,.12317573,180,124,26
11,Female,35,0,0,.12317573,180,124,27
3,Female,22,0,0,.016341593,120,79,1
3,Female,22,0,0,.016341593,120,79,2
3,Female,22,0,0,.016341593,120,79,3
3,Female,22,0,0,.016341593,120,79,4
3,Female,22,0,0,.016341593,120,79,5
3,Female,23,0,0,.016341593,120,79,6
3,Female,23,0,0,.016341593,120,79,7
3,Female,23,0,0,.016341593,120,79,8
3,Female,23,0,0,.016341593,120,79,9
3,Female,23,0,0,.3022722,120,79,10
3,Female,23,0,0,.3022722,120,79,11
3,Female,23,0,0,.3022722,120,79,12
3,Female,23,0,0,.3022722,120,79,13
3,Female,23,0,0,.3022722,120,79,14
3,Female,23,0,0,.3022722,120,79,15
3,Female,23,0,0,.3022722,120,79,16
3,Female,23,0,0,.3022722,120,79,17
3,Female,24,0,0,.3022722,120,79,18
3,Female,24,0,0,.3022722,120,79,19
3,Female,24,0,0,.3022722,120,79,20
3,Female,24,0,0,.3022722,120,79,21
3,Female,24,0,0,.50524819,120,79,22
3,Female,24,0,0,.50524819,120,79,23
3,Female,24,0,0,.50524819,120,79,24
3,Female,24,0,0,.50524819,120,79,25
3,Female,24,0,0,.50524819,120,79,26
3,Female,24,0,0,.50524819,120,356,27
3,Female,24,0,0,.50524819,120,356,28
3,Female,24,0,0,.50524819,120,356,29
3,Female,25,0,0,.50524819,120,356,30
6,Female,25,0,0,.50524819,120,356,31
6,Female,25,0,0,.50524819,120,356,32
6,Female,25,0,0,.50524819,120,356,33
6,Female,25,0,0,1.1018007,120,356,34
6,Female,25,0,0,1.1018007,120,356,35
6,Female,25,1,0,1.1018007,120,702,36
6,Female,25,0,0,1.1018007,120,702,37
6,Female,25,0,0,1.1018007,120,702,38
6,Female,25,0,0,1.1018007,120,702,39
6,Female,25,0,0,1.1018007,120,702,40
6,Female,25,0,0,1.1018007,120,702,41
6,Female,26,0,0,1.1018007,120,702,42
6,Female,26,0,0,1.1018007,120,702,43
6,Female,26,0,0,1.1018007,120,702,44
6,Female,26,0,0,1.1018007,120,702,45
6,Female,26,0,0,1.6236606,120,702,46
6,Female,26,0,0,1.6236606,120,702,47
6,Female,26,0,0,1.6236606,120,702,48
12,Male,38,0,0,.0022563683,164,21,1
12,Male,38,0,0,.0022563683,164,21,2
12,Male,38,0,0,.0022563683,164,21,3
12,Male,38,0,0,.0022563683,164,21,4
12,Male,38,0,0,.0022563683,164,21,5
12,Male,38,1,0,.0022563683,164,31,6
12,Male,38,0,0,.0022563683,164,31,7
12,Male,38,0,0,.0022563683,164,31,8
12,Male,39,0,0,.0022563683,164,31,9
12,Male,39,0,0,.0022563683,164,31,10
12,Male,39,0,0,.0022563683,164,31,11
12,Male,39,0,0,.0022563683,164,31,12
12,Male,39,0,0,.0022563683,164,31,13
12,Male,39,0,0,.0022563683,164,31,14
12,Male,39,0,0,.0022563683,164,31,15
9,Male,39,0,0,.0022563683,164,31,16
9,Male,39,0,0,.0022563683,164,31,17
9,Male,39,0,0,.0022563683,164,31,18
9,Male,39,0,0,.0022563683,164,31,19
9,Male,39,0,0,.0022563683,164,31,20
9,Male,40,0,0,.0022563683,164,31,21
9,Male,40,0,0,.0022563683,164,31,22
9,Male,40,0,0,.0022563683,164,31,23
7,Female,26,0,0,.0075464644,184,61,1
7,Female,26,0,0,.0075464644,184,61,2
7,Female,26,0,1,.0075464644,184,51,3
7,Female,27,0,0,.0075464644,184,51,4
7,Female,27,0,0,.0075464644,184,51,5
7,Female,27,0,0,.0075464644,184,51,6
7,Female,27,0,0,.0075464644,184,51,7
7,Female,27,0,0,.0075464644,184,51,8
7,Female,27,0,0,.0075464644,184,51,9
7,Female,27,0,0,.0075464644,184,51,10
7,Female,27,0,0,.0075464644,184,51,11
7,Female,27,0,0,.0075464644,184,51,12
7,Female,27,0,0,.0075464644,184,51,13
7,Female,27,0,0,.0075464644,184,51,14
7,Female,27,0,0,.0075464644,184,51,15
7,Female,28,0,0,.0075464644,184,51,16
7,Female,28,0,0,.0075464644,184,51,17
7,Female,28,0,0,.0075464644,184,51,18
7,Female,28,0,0,.0075464644,184,51,19
7,Female,28,0,0,.0075464644,184,51,20
7,Female,28,0,0,.0075464644,184,51,21
7,Female,28,0,0,.86308342,184,51,22
7,Female,28,0,0,.86308342,184,51,23
7,Female,28,0,0,.86308342,184,270,24
7,Female,28,0,0,.86308342,184,270,25
7,Female,28,0,0,.86308342,184,270,26
7,Female,28,1,0,.86308342,184,4,27
7,Female,29,0,0,.86308342,184,4,28
7,Female,29,0,0,.86308342,184,4,29
7,Female,29,0,0,.86308342,184,4,30
7,Female,29,0,0,.86308342,184,4,31
7,Female,29,0,0,.86308342,184,4,32
7,Female,29,0,0,.86308342,184,4,33
7,Female,29,0,0,1.5325141,184,4,34
7,Female,29,0,0,1.5325141,184,4,35
7,Female,29,0,0,1.5325141,184,4,36
7,Female,29,0,0,1.5325141,184,4,37
7,Female,29,0,0,1.5325141,184,15,38
7,Female,29,0,0,1.5325141,184,15,39
7,Female,30,0,0,1.5325141,184,15,40
7,Female,30,0,0,1.5325141,184,15,41
6,Female,35,0,0,.061287493,287,70,1
6,Female,35,0,0,.061287493,287,70,2
6,Female,35,0,0,.061287493,287,70,3
7,Female,35,0,0,.061287493,287,318,4
7,Female,35,0,0,.061287493,287,318,5
7,Female,35,0,0,.061287493,287,318,6
7,Female,35,0,0,.061287493,287,318,7
7,Female,35,0,0,.061287493,287,318,8
7,Female,35,0,0,.061287493,287,318,9
7,Female,36,0,0,.061287493,287,14,10
7,Female,36,0,0,.061287493,287,335,11
7,Female,36,0,0,.061287493,287,335,12
7,Female,36,0,0,.061287493,287,335,13
7,Female,36,0,0,.061287493,287,335,14
7,Female,36,0,0,.061287493,287,335,15
7,Female,36,0,0,.061287493,287,335,16
7,Female,36,0,1,.061287493,287,14,17
7,Female,36,0,0,.061287493,287,14,18
7,Female,36,0,0,.061287493,287,14,19
7,Female,36,0,0,.061287493,287,14,20
7,Female,36,0,0,.061287493,287,14,21
7,Female,37,0,0,.061287493,287,183,22
7,Female,37,0,0,.061287493,287,183,23
7,Female,37,0,0,.061287493,287,183,24
7,Female,37,0,0,.061287493,287,183,25
7,Female,37,0,0,.061287493,287,183,26
7,Female,37,0,0,.061287493,287,183,27
7,Female,37,0,0,.061287493,287,183,28
11,Male,30,0,0,.040417559,61,468,1
11,Male,30,0,0,.040417559,61,468,2
11,Male,31,1,0,.040417559,61,1004,3
11,Male,31,0,0,.040417559,61,1004,4
11,Male,31,0,0,.040417559,61,1004,5
11,Male,31,0,0,.040417559,61,1004,6
11,Male,31,0,0,.040417559,61,468,7
11,Male,31,0,0,.040417559,61,468,8
11,Male,31,0,0,.040417559,61,468,9
11,Male,31,0,0,.040417559,61,468,10
11,Male,31,0,0,.040417559,61,285,11
11,Male,31,0,0,.040417559,61,285,12
9,Male,31,0,0,.040417559,61,297,13
9,Male,31,0,0,.040417559,61,297,14
9,Male,32,0,0,.040417559,61,297,15
9,Male,32,0,0,.040417559,61,297,16
9,Male,32,0,0,.040417559,61,164,17
9,Male,32,0,0,.040417559,61,164,18
9,Male,32,0,0,.040417559,61,164,19
9,Male,32,0,0,.040417559,61,164,20
9,Male,32,0,0,.040417559,61,164,21
9,Male,32,0,0,.040417559,61,164,22
9,Male,32,0,0,.040417559,61,164,23
9,Male,32,0,0,.040417559,61,164,24
10,Male,32,0,0,.040417559,61,164,25
10,Male,32,0,0,.040417559,61,164,26
10,Male,33,0,0,.040417559,61,164,27
10,Male,33,0,0,.040417559,61,164,28
10,Male,33,0,0,.040417559,61,164,29
10,Male,33,0,0,.040417559,61,164,30
10,Male,33,0,0,.040417559,61,164,31
10,Male,33,0,0,.040417559,61,164,32
10,Male,33,0,0,.040417559,61,164,33
10,Male,33,0,0,.040417559,61,164,34
10,Male,33,0,0,.040417559,61,164,35
10,Male,33,0,0,.040417559,61,164,36
10,Male,33,0,0,.040417559,61,164,37
10,Male,33,0,0,.040417559,61,164,38
10,Male,34,0,0,.040417559,61,164,39
10,Male,34,0,0,.040417559,61,164,40
10,Male,34,0,0,.040417559,61,164,41
10,Male,34,0,0,.040417559,61,164,42
10,Male,34,0,0,.040417559,61,164,43
10,Male,34,0,0,.040417559,61,164,44
10,Male,34,0,0,.040417559,61,164,45
10,Male,34,0,0,.040417559,61,164,46
10,Male,34,0,0,.040417559,61,164,47
10,Male,34,0,0,.040417559,61,164,48
4,Female,25,0,0,.04131227,255,198,1
4,Female,25,0,0,.04131227,255,198,2
4,Female,25,0,0,.04131227,255,198,3
4,Female,25,0,0,.04131227,255,198,4
4,Female,25,0,0,.04131227,255,198,5
5,Female,25,0,0,.04131227,255,198,6
5,Female,25,0,0,.04131227,255,198,7
5,Female,25,0,0,.04131227,255,198,8
5,Female,25,0,0,.58827704,255,198,9
5,Female,25,0,0,.58827704,255,198,10
5,Female,25,0,0,.58827704,255,198,11
5,Female,26,0,0,.58827704,255,198,12
5,Female,26,0,0,.58827704,255,198,13
7,Female,26,0,0,.58827704,255,198,14
7,Female,26,0,0,.58827704,255,198,15
7,Female,26,0,0,.58827704,255,198,16
7,Female,26,0,0,.58827704,255,198,17
7,Female,26,0,0,2.1267481,255,198,18
7,Female,26,0,0,2.1267481,255,198,19
7,Female,26,0,0,2.1267481,255,198,20
7,Female,26,0,0,2.1267481,255,27,21
7,Female,26,0,1,2.6737127,255,686,22
7,Female,26,0,0,2.6737127,255,686,23
7,Female,27,0,0,2.6737127,255,686,24
7,Female,27,0,0,2.6737127,255,686,25
7,Female,27,0,0,2.6737127,255,686,26
7,Female,27,0,0,2.6737127,255,686,27
7,Female,27,0,0,2.6737127,255,686,28
7,Female,27,0,0,2.6737127,255,686,29
7,Female,27,0,0,2.6737127,255,686,30
7,Female,27,0,0,2.6737127,255,686,31
7,Female,27,0,0,2.6737127,255,686,32
7,Female,27,0,0,2.6737127,255,686,33
7,Female,27,0,0,3.2206774,255,686,34
7,Female,27,0,0,3.2206774,255,686,35
7,Female,28,0,0,3.2206774,255,686,36
7,Female,28,0,0,3.2206774,255,686,37
7,Female,28,0,0,3.2206774,255,686,38
7,Female,28,0,0,3.2206774,255,686,39
9,Female,28,0,0,3.2206774,255,686,40
9,Female,28,0,0,3.2206774,255,686,41
9,Female,28,0,0,3.2206774,255,686,42
9,Female,28,0,0,3.2206774,255,686,43
9,Female,28,0,0,3.4772675,255,686,44
9,Female,28,0,0,3.4772675,255,686,45
9,Female,28,0,0,3.4772675,255,686,46
9,Female,28,0,0,3.4772675,255,358,47
